"Datum","EAN","Verbruik","Type","Piek"
"2024-04-17T07:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.231","Elektriciteit","true"
"2024-04-17T08:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.668","Elektriciteit","true"
"2024-04-17T09:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.082","Elektriciteit","true"
"2024-04-17T10:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.024","Elektriciteit","true"
"2024-04-17T11:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-17T12:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.908","Elektriciteit","true"
"2024-04-17T13:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.102","Elektriciteit","true"
"2024-04-17T14:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.102","Elektriciteit","true"
"2024-04-17T15:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-17T16:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-17T17:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-17T18:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.293","Elektriciteit","true"
"2024-04-17T19:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.408","Elektriciteit","true"
"2024-04-17T20:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.523","Elektriciteit","true"
"2024-04-17T21:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.358","Elektriciteit","true"
"2024-04-17T22:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.238","Elektriciteit","true"
"2024-04-17T23:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.173","Elektriciteit","false"
"2024-04-18T00:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.176","Elektriciteit","false"
"2024-04-18T01:00:00+02:00","XXXXXXXXXXXXXXXXXX","1.108","Elektriciteit","false"
"2024-04-18T02:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.252","Elektriciteit","false"
"2024-04-18T03:00:00+02:00","XXXXXXXXXXXXXXXXXX","1.048","Elektriciteit","false"
"2024-04-18T04:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.399","Elektriciteit","false"
"2024-04-18T05:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.384","Elektriciteit","false"
"2024-04-18T06:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.672","Elektriciteit","false"
"2024-04-18T07:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.443","Elektriciteit","true"
"2024-04-18T08:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.009","Elektriciteit","true"
"2024-04-18T09:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.066","Elektriciteit","true"
"2024-04-18T10:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.0","Elektriciteit","true"
"2024-04-18T11:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.289","Elektriciteit","true"
"2024-04-18T12:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.522","Elektriciteit","true"
"2024-04-18T13:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.645","Elektriciteit","true"
"2024-04-18T14:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.236","Elektriciteit","true"
"2024-04-18T15:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.024","Elektriciteit","true"
"2024-04-18T16:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.034","Elektriciteit","true"
"2024-04-18T17:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.742","Elektriciteit","true"
"2024-04-18T18:00:00+02:00","XXXXXXXXXXXXXXXXXX","0.341","Elektriciteit","true"
