Vanaf;Tot;Verbruik laag tarief;Verbruik hoog tarief;Teruglevering laag tarief;Teruglevering hoog tarief;Totaal;
2016-01-01 00:00;2016-01-02 00:00;8,39800;0,00000;-0,43700;0,00000;7,96100;
2016-01-02 00:00;2016-01-03 00:00;15,15400;0,00000;-0,21100;0,00000;14,94300;
2016-01-03 00:00;2016-01-04 00:00;11,02100;0,00000;-0,00500;0,00000;11,01600;
2016-01-04 00:00;2016-01-05 00:00;5,07500;7,58100;0,00000;-0,14800;12,50800;
2016-01-05 00:00;2016-01-06 00:00;4,12300;6,90300;0,00000;-0,00800;11,01800;
2016-01-06 00:00;2016-01-07 00:00;3,30800;5,22500;0,00000;-0,09600;8,43700;
2016-01-07 00:00;2016-01-08 00:00;5,52600;8,89100;0,00000;0,00000;14,41700;
2016-01-08 00:00;2016-01-09 00:00;3,48900;5,88800;0,00000;-1,38500;7,99200;
2016-01-09 00:00;2016-01-10 00:00;7,10600;0,00000;-0,13000;0,00000;6,97600;
2016-01-10 00:00;2016-01-11 00:00;13,66300;0,00000;-0,93600;0,00000;12,72700;
2016-01-11 00:00;2016-01-12 00:00;3,65900;6,53000;0,00000;0,00000;10,18900;
2016-01-12 00:00;2016-01-13 00:00;5,37400;7,74100;0,00000;-0,31800;12,79700;
2016-01-13 00:00;2016-01-14 00:00;3,38200;12,24000;0,00000;-0,00900;15,61300;
2016-01-14 00:00;2016-01-15 00:00;5,88900;5,07800;0,00000;-0,07100;10,89600;
2016-01-15 00:00;2016-01-16 00:00;3,73100;9,00400;0,00000;0,00000;12,73500;
2016-01-16 00:00;2016-01-17 00:00;10,93800;0,00000;-0,34300;0,00000;10,59500;
2016-01-17 00:00;2016-01-18 00:00;16,79300;0,00000;-0,73100;0,00000;16,06200;
2016-01-18 00:00;2016-01-19 00:00;4,65100;6,03800;0,00000;-1,98800;8,70100;
2016-01-19 00:00;2016-01-20 00:00;4,65800;3,69800;0,00000;-2,07200;6,28400;
2016-01-20 00:00;2016-01-21 00:00;6,48100;6,25600;0,00000;-0,08400;12,65300;
2016-01-21 00:00;2016-01-22 00:00;5,48500;4,48200;0,00000;-0,68100;9,28600;
2016-01-22 00:00;2016-01-23 00:00;3,33500;6,19800;0,00000;-0,93600;8,59700;
2016-01-23 00:00;2016-01-24 00:00;13,60600;0,00000;0,00000;0,00000;13,60600;
2016-01-24 00:00;2016-01-25 00:00;9,06300;0,00000;0,00000;0,00000;9,06300;
2016-01-25 00:00;2016-01-26 00:00;3,22300;5,69100;0,00000;-2,56900;6,34500;
2016-01-26 00:00;2016-01-27 00:00;3,27500;3,70500;0,00000;-0,40300;6,57700;
2016-01-27 00:00;2016-01-28 00:00;3,57800;11,22400;0,00000;0,00000;14,80200;
2016-01-28 00:00;2016-01-29 00:00;3,11300;3,94000;0,00000;-2,12200;4,93100;
2016-01-29 00:00;2016-01-30 00:00;3,09700;9,92300;0,00000;0,00000;13,02000;
2016-01-30 00:00;2016-01-31 00:00;12,04500;0,00000;0,00000;0,00000;12,04500;
2016-01-31 00:00;2016-02-01 00:00;8,85400;0,00000;-0,02400;0,00000;8,83000;
2016-02-01 00:00;2016-02-02 00:00;4,71800;6,53000;0,00000;-0,00800;11,24000;
2016-02-02 00:00;2016-02-03 00:00;3,03200;4,16200;0,00000;0,00000;7,19400;
2016-02-03 00:00;2016-02-04 00:00;3,52000;5,98100;0,00000;-1,38800;8,11300;
2016-02-04 00:00;2016-02-05 00:00;3,68900;5,90700;0,00000;-0,09800;9,49800;
2016-02-05 00:00;2016-02-06 00:00;2,54000;4,51200;0,00000;-0,02900;7,02300;
2016-02-06 00:00;2016-02-07 00:00;5,20500;0,00000;-0,20900;0,00000;4,99600;
2016-02-07 00:00;2016-02-08 00:00;5,50900;0,00000;-0,56500;0,00000;4,94400;
2016-02-08 00:00;2016-02-09 00:00;2,77700;2,60900;0,00000;-1,18700;4,19900;
2016-02-09 00:00;2016-02-10 00:00;3,86000;5,44500;0,00000;0,00000;9,30500;
2016-02-10 00:00;2016-02-11 00:00;3,88100;10,44300;0,00000;-0,17600;14,14800;
2016-02-11 00:00;2016-02-12 00:00;3,79100;3,45700;0,00000;-2,52700;4,72100;
2016-02-12 00:00;2016-02-13 00:00;3,13900;5,18200;0,00000;-0,63100;7,69000;
2016-02-13 00:00;2016-02-14 00:00;10,40000;0,00000;-0,00100;0,00000;10,39900;
2016-02-14 00:00;2016-02-15 00:00;9,20600;0,00000;0,00000;0,00000;9,20600;
2016-02-15 00:00;2016-02-16 00:00;3,33900;3,21000;0,00000;-4,34600;2,20300;
2016-02-16 00:00;2016-02-17 00:00;4,00900;3,39200;0,00000;-4,74800;2,65300;
2016-02-17 00:00;2016-02-18 00:00;3,36900;3,13900;0,00000;-3,84000;2,66800;
2016-02-18 00:00;2016-02-19 00:00;3,69800;4,21000;0,00000;-2,51300;5,39500;
2016-02-19 00:00;2016-02-20 00:00;3,18400;4,53800;0,00000;-3,10800;4,61400;
2016-02-20 00:00;2016-02-21 00:00;10,63000;0,00000;-0,00400;0,00000;10,62600;
2016-02-21 00:00;2016-02-22 00:00;7,49400;0,00000;0,00000;0,00000;7,49400;
2016-02-22 00:00;2016-02-23 00:00;4,18000;6,62700;0,00000;-0,00800;10,79900;
2016-02-23 00:00;2016-02-24 00:00;3,14800;2,87500;0,00000;-2,17600;3,84700;
2016-02-24 00:00;2016-02-25 00:00;3,39900;5,76200;0,00000;-2,19700;6,96400;
2016-02-25 00:00;2016-02-26 00:00;4,81500;6,10300;0,00000;-2,27400;8,64400;
2016-02-26 00:00;2016-02-27 00:00;4,32600;4,95700;0,00000;-0,81600;8,46700;
2016-02-27 00:00;2016-02-28 00:00;6,02700;0,00000;-5,27700;0,00000;0,75000;
2016-02-28 00:00;2016-02-29 00:00;7,22000;0,00000;-3,84300;0,00000;3,37700;
2016-02-29 00:00;2016-03-01 00:00;3,25600;3,51300;0,00000;-5,57900;1,19000;
2016-03-01 00:00;2016-03-02 00:00;3,78200;3,34600;0,00000;-0,29300;6,83500;
2016-03-02 00:00;2016-03-03 00:00;4,20500;8,65600;0,00000;-3,24200;9,61900;
2016-03-03 00:00;2016-03-04 00:00;5,62400;5,55400;0,00000;-2,70700;8,47100;
2016-03-04 00:00;2016-03-05 00:00;2,56300;6,63400;0,00000;0,00000;9,19700;
2016-03-05 00:00;2016-03-06 00:00;6,76200;0,00000;-2,13500;0,00000;4,62700;
2016-03-06 00:00;2016-03-07 00:00;10,04500;0,00000;-0,38300;0,00000;9,66200;
2016-03-07 00:00;2016-03-08 00:00;3,35700;5,05600;0,00000;-1,00300;7,41000;
2016-03-08 00:00;2016-03-09 00:00;2,97800;1,83100;0,00000;-3,17600;1,63300;
2016-03-09 00:00;2016-03-10 00:00;4,67700;8,61500;0,00000;-1,65900;11,63300;
2016-03-10 00:00;2016-03-11 00:00;4,45700;4,50800;0,00000;-6,81900;2,14600;
2016-03-11 00:00;2016-03-12 00:00;3,82400;2,74500;0,00000;-4,31400;2,25500;
2016-03-12 00:00;2016-03-13 00:00;5,84800;0,00000;-6,04600;0,00000;-0,19800;
2016-03-13 00:00;2016-03-14 00:00;9,26000;0,00000;-6,03900;0,00000;3,22100;
2016-03-14 00:00;2016-03-15 00:00;3,94700;3,92200;0,00000;-7,11100;0,75800;
2016-03-15 00:00;2016-03-16 00:00;3,27500;3,80700;0,00000;-1,94200;5,14000;
2016-03-16 00:00;2016-03-17 00:00;2,95400;3,85500;0,00000;-3,09500;3,71400;
2016-03-17 00:00;2016-03-18 00:00;3,88500;3,33700;0,00000;-7,86900;-0,64700;
2016-03-18 00:00;2016-03-19 00:00;4,26400;5,33300;0,00000;0,00000;9,59700;
2016-03-19 00:00;2016-03-20 00:00;7,01800;0,00000;-0,21100;0,00000;6,80700;
2016-03-20 00:00;2016-03-21 00:00;6,98900;0,00000;-1,74800;0,00000;5,24100;
2016-03-21 00:00;2016-03-22 00:00;3,77200;5,95400;0,00000;-1,04300;8,68300;
2016-03-22 00:00;2016-03-23 00:00;4,50900;5,16100;0,00000;-2,30400;7,36600;
2016-03-23 00:00;2016-03-24 00:00;4,93600;9,36500;0,00000;-0,76400;13,53700;
2016-03-24 00:00;2016-03-25 00:00;3,42300;4,28500;0,00000;-0,43900;7,26900;
2016-03-25 00:00;2016-03-26 00:00;4,84700;6,68600;0,00000;-0,66500;10,86800;
2016-03-26 00:00;2016-03-27 00:00;4,21400;0,00000;-7,07600;0,00000;-2,86200;
2016-03-27 00:00;2016-03-28 00:00;8,57400;0,00000;-2,78900;0,00000;5,78500;
2016-03-28 00:00;2016-03-29 00:00;7,31500;0,00000;-3,35900;0,00000;3,95600;
2016-03-29 00:00;2016-03-30 00:00;3,98700;5,29900;0,00000;-3,38800;5,89800;
2016-03-30 00:00;2016-03-31 00:00;3,34900;4,68700;0,00000;-1,29400;6,74200;
2016-03-31 00:00;2016-04-01 00:00;3,76500;3,79200;0,00000;-1,30600;6,25100;
2016-04-01 00:00;2016-04-02 00:00;2,79800;4,62400;0,00000;-6,04000;1,38200;
2016-04-02 00:00;2016-04-03 00:00;6,97300;0,00000;-3,08100;0,00000;3,89200;
2016-04-03 00:00;2016-04-04 00:00;8,76900;0,00000;-4,64500;0,00000;4,12400;
2016-04-04 00:00;2016-04-05 00:00;4,63200;3,87100;0,00000;-5,55100;2,95200;
2016-04-05 00:00;2016-04-06 00:00;3,65400;3,72700;0,00000;-1,00300;6,37800;
2016-04-06 00:00;2016-04-07 00:00;2,92800;5,54100;0,00000;-1,46700;7,00200;
2016-04-07 00:00;2016-04-08 00:00;3,91400;5,69400;0,00000;-4,56300;5,04500;
2016-04-08 00:00;2016-04-09 00:00;4,08000;8,11400;0,00000;-2,44800;9,74600;
2016-04-09 00:00;2016-04-10 00:00;5,96300;0,00000;-5,77100;0,00000;0,19200;
2016-04-10 00:00;2016-04-11 00:00;7,79300;0,00000;-5,29400;0,00000;2,49900;
2016-04-11 00:00;2016-04-12 00:00;4,27400;2,24200;0,00000;-9,00300;-2,48700;
2016-04-12 00:00;2016-04-13 00:00;3,02000;1,13900;0,00000;-8,00200;-3,84300;
2016-04-13 00:00;2016-04-14 00:00;3,45800;4,04900;0,00000;-1,55600;5,95100;
2016-04-14 00:00;2016-04-15 00:00;4,46200;1,62200;0,00000;-7,85400;-1,77000;
2016-04-15 00:00;2016-04-16 00:00;3,46600;2,38200;0,00000;-3,44700;2,40100;
2016-04-16 00:00;2016-04-17 00:00;3,73700;0,00000;-4,53600;0,00000;-0,79900;
2016-04-17 00:00;2016-04-18 00:00;7,65200;0,00000;-5,49200;0,00000;2,16000;
2016-04-18 00:00;2016-04-19 00:00;4,43500;5,03000;0,00000;-4,78900;4,67600;
2016-04-19 00:00;2016-04-20 00:00;3,52900;1,42000;0,00000;-4,81200;0,13700;
2016-04-20 00:00;2016-04-21 00:00;3,18700;3,75800;0,00000;-11,13900;-4,19400;
2016-04-21 00:00;2016-04-22 00:00;4,79300;2,80800;0,00000;-10,69400;-3,09300;
2016-04-22 00:00;2016-04-23 00:00;4,23300;4,58500;0,00000;-4,48600;4,33200;
2016-04-23 00:00;2016-04-24 00:00;5,25300;0,00000;-3,65200;0,00000;1,60100;
2016-04-24 00:00;2016-04-25 00:00;6,78400;0,00000;-6,52800;0,00000;0,25600;
2016-04-25 00:00;2016-04-26 00:00;3,75000;2,74200;0,00000;-0,83600;5,65600;
2016-04-26 00:00;2016-04-27 00:00;3,95900;4,68600;0,00000;-3,96800;4,67700;
2016-04-27 00:00;2016-04-28 00:00;8,05400;0,00000;-3,45100;0,00000;4,60300;
2016-04-28 00:00;2016-04-29 00:00;2,28200;0,85800;0,00000;-6,29200;-3,15200;
2016-04-29 00:00;2016-04-30 00:00;2,38800;0,63500;0,00000;-1,94200;1,08100;
2016-04-30 00:00;2016-05-01 00:00;3,00000;0,00000;-3,61100;0,00000;-0,61100;
2016-05-01 00:00;2016-05-02 00:00;2,93900;0,00000;-9,67900;0,00000;-6,74000;
2016-05-02 00:00;2016-05-03 00:00;2,21800;0,43100;0,00000;-10,22600;-7,57700;
2016-05-03 00:00;2016-05-04 00:00;2,30900;0,48500;0,00000;-8,83200;-6,03800;
2016-05-04 00:00;2016-05-05 00:00;2,32800;0,65600;0,00000;-8,07500;-5,09100;
2016-05-05 00:00;2016-05-06 00:00;3,01800;0,00000;-12,33400;0,00000;-9,31600;
2016-05-06 00:00;2016-05-07 00:00;4,12600;3,21000;0,00000;-8,43600;-1,10000;
2016-05-07 00:00;2016-05-08 00:00;4,09400;0,00000;-11,22500;0,00000;-7,13100;
2016-05-08 00:00;2016-05-09 00:00;4,83900;0,00000;-9,16400;0,00000;-4,32500;
2016-05-09 00:00;2016-05-10 00:00;4,49600;2,08000;0,00000;-10,85900;-4,28300;
2016-05-10 00:00;2016-05-11 00:00;4,57200;1,22900;0,00000;-1,31200;4,48900;
2016-05-11 00:00;2016-05-12 00:00;4,62800;2,65800;0,00000;-8,95700;-1,67100;
2016-05-12 00:00;2016-05-13 00:00;6,42500;2,09500;0,00000;-9,02800;-0,50800;
2016-05-13 00:00;2016-05-14 00:00;4,98800;2,01200;0,00000;-9,77100;-2,77100;
2016-05-14 00:00;2016-05-15 00:00;9,60500;0,00000;-2,70700;0,00000;6,89800;
2016-05-15 00:00;2016-05-16 00:00;5,24600;0,00000;-3,83800;0,00000;1,40800;
2016-05-16 00:00;2016-05-17 00:00;7,91500;0,00000;-3,36600;0,00000;4,54900;
2016-05-17 00:00;2016-05-18 00:00;4,48300;2,31200;0,00000;-4,42000;2,37500;
2016-05-18 00:00;2016-05-19 00:00;3,67600;2,99300;0,00000;-2,88200;3,78700;
2016-05-19 00:00;2016-05-20 00:00;3,38300;1,09000;0,00000;-7,71100;-3,23800;
2016-05-20 00:00;2016-05-21 00:00;3,39200;8,76200;0,00000;-0,88500;11,26900;
2016-05-21 00:00;2016-05-22 00:00;4,46400;0,00000;-6,59000;0,00000;-2,12600;
2016-05-22 00:00;2016-05-23 00:00;8,57500;0,00000;-0,85200;0,00000;7,72300;
2016-05-23 00:00;2016-05-24 00:00;4,41800;2,62700;0,00000;-0,57800;6,46700;
2016-05-24 00:00;2016-05-25 00:00;2,87900;0,74700;0,00000;-3,39900;0,22700;
2016-05-25 00:00;2016-05-26 00:00;5,01500;3,68200;0,00000;-5,29900;3,39800;
2016-05-26 00:00;2016-05-27 00:00;3,60000;2,12800;0,00000;-9,84700;-4,11900;
2016-05-27 00:00;2016-05-28 00:00;4,78900;4,92700;0,00000;-5,14800;4,56800;
2016-05-28 00:00;2016-05-29 00:00;8,61600;0,00000;-3,63200;0,00000;4,98400;
2016-05-29 00:00;2016-05-30 00:00;12,88100;0,00000;-0,03900;0,00000;12,84200;
2016-05-30 00:00;2016-05-31 00:00;3,09200;5,01500;0,00000;-0,24300;7,86400;
2016-05-31 00:00;2016-06-01 00:00;3,24100;1,01900;0,00000;-2,43500;1,82500;
2016-06-01 00:00;2016-06-02 00:00;5,48500;8,75900;0,00000;-1,02800;13,21600;
2016-06-02 00:00;2016-06-03 00:00;4,14800;1,90900;0,00000;-5,20700;0,85000;
2016-06-03 00:00;2016-06-04 00:00;3,08400;3,83500;0,00000;-2,00100;4,91800;
2016-06-04 00:00;2016-06-05 00:00;9,73200;0,00000;-5,43000;0,00000;4,30200;
2016-06-05 00:00;2016-06-06 00:00;6,68800;0,00000;-10,51200;0,00000;-3,82400;
2016-06-06 00:00;2016-06-07 00:00;3,99400;1,63300;0,00000;-9,70000;-4,07300;
2016-06-07 00:00;2016-06-08 00:00;4,53100;1,27900;0,00000;-9,19300;-3,38300;
2016-06-08 00:00;2016-06-09 00:00;3,41700;2,19800;0,00000;-10,64800;-5,03300;
2016-06-09 00:00;2016-06-10 00:00;4,13500;0,91300;0,00000;-12,59600;-7,54800;
2016-06-10 00:00;2016-06-11 00:00;4,60200;0,57500;0,00000;-9,52300;-4,34600;
2016-06-11 00:00;2016-06-12 00:00;5,88900;0,00000;-2,84000;0,00000;3,04900;
2016-06-12 00:00;2016-06-13 00:00;3,83100;0,00000;-3,71600;0,00000;0,11500;
2016-06-13 00:00;2016-06-14 00:00;3,54100;3,67900;0,00000;-2,71700;4,50300;
2016-06-14 00:00;2016-06-15 00:00;3,64700;2,52700;0,00000;-5,05400;1,12000;
2016-06-15 00:00;2016-06-16 00:00;4,67700;1,07500;0,00000;-5,40900;0,34300;
2016-06-16 00:00;2016-06-17 00:00;3,56700;3,73500;0,00000;-5,87500;1,42700;
2016-06-17 00:00;2016-06-18 00:00;2,98400;4,26100;0,00000;-3,61000;3,63500;
2016-06-18 00:00;2016-06-19 00:00;4,10900;0,00000;-4,33300;0,00000;-0,22400;
2016-06-19 00:00;2016-06-20 00:00;4,65700;0,00000;-7,11400;0,00000;-2,45700;
2016-06-20 00:00;2016-06-21 00:00;4,53500;2,39500;0,00000;-1,19800;5,73200;
2016-06-21 00:00;2016-06-22 00:00;2,94100;1,34100;0,00000;-2,18800;2,09400;
2016-06-22 00:00;2016-06-23 00:00;3,79400;2,42500;0,00000;-6,93000;-0,71100;
2016-06-23 00:00;2016-06-24 00:00;4,29300;0,90300;0,00000;-9,18000;-3,98400;
2016-06-24 00:00;2016-06-25 00:00;3,91700;1,40100;0,00000;-3,55200;1,76600;
2016-06-25 00:00;2016-06-26 00:00;9,46100;0,00000;-1,48500;0,00000;7,97600;
2016-06-26 00:00;2016-06-27 00:00;6,89400;0,00000;-7,52800;0,00000;-0,63400;
2016-06-27 00:00;2016-06-28 00:00;3,90700;0,56000;0,00000;-1,27800;3,18900;
2016-06-28 00:00;2016-06-29 00:00;3,95400;1,79400;0,00000;-9,13200;-3,38400;
2016-06-29 00:00;2016-06-30 00:00;3,38200;4,61500;0,00000;-7,34500;0,65200;
2016-06-30 00:00;2016-07-01 00:00;3,35700;3,74100;0,00000;-2,12000;4,97800;
2016-07-01 00:00;2016-07-02 00:00;4,74700;5,15800;0,00000;-1,84700;8,05800;
2016-07-02 00:00;2016-07-03 00:00;7,88600;0,00000;-8,14700;0,00000;-0,26100;
2016-07-03 00:00;2016-07-04 00:00;7,33300;0,00000;-8,30700;0,00000;-0,97400;
2016-07-04 00:00;2016-07-05 00:00;3,08700;2,45300;0,00000;-7,02000;-1,48000;
2016-07-05 00:00;2016-07-06 00:00;2,88300;2,07000;0,00000;-3,37300;1,58000;
2016-07-06 00:00;2016-07-07 00:00;3,04600;2,93800;0,00000;-7,18200;-1,19800;
2016-07-07 00:00;2016-07-08 00:00;3,80900;1,71300;0,00000;-7,50000;-1,97800;
2016-07-08 00:00;2016-07-09 00:00;3,18200;5,57100;0,00000;-1,76300;6,99000;
2016-07-09 00:00;2016-07-10 00:00;3,78600;0,00000;-7,49200;0,00000;-3,70600;
2016-07-10 00:00;2016-07-11 00:00;6,11000;0,00000;-9,35200;0,00000;-3,24200;
2016-07-11 00:00;2016-07-12 00:00;3,75400;3,29100;0,00000;-5,44700;1,59800;
2016-07-12 00:00;2016-07-13 00:00;4,32800;1,45900;0,00000;-7,72900;-1,94200;
2016-07-13 00:00;2016-07-14 00:00;3,68100;2,55000;0,00000;-2,53800;3,69300;
2016-07-14 00:00;2016-07-15 00:00;4,98000;2,18700;0,00000;-6,45900;0,70800;
2016-07-15 00:00;2016-07-16 00:00;2,92500;3,73200;0,00000;-6,68600;-0,02900;
2016-07-16 00:00;2016-07-17 00:00;3,62100;0,00000;-5,08900;0,00000;-1,46800;
2016-07-17 00:00;2016-07-18 00:00;6,46300;0,00000;-3,55600;0,00000;2,90700;
2016-07-18 00:00;2016-07-19 00:00;4,75300;0,63700;0,00000;-8,43100;-3,04100;
2016-07-19 00:00;2016-07-20 00:00;3,24600;0,96000;0,00000;-11,71100;-7,50500;
2016-07-20 00:00;2016-07-21 00:00;5,04200;3,22500;0,00000;-7,93400;0,33300;
2016-07-21 00:00;2016-07-22 00:00;4,71300;1,33600;0,00000;-8,76900;-2,72000;
2016-07-22 00:00;2016-07-23 00:00;4,31100;5,08400;0,00000;-4,48100;4,91400;
2016-07-23 00:00;2016-07-24 00:00;5,98200;0,00000;-6,60800;0,00000;-0,62600;
2016-07-24 00:00;2016-07-25 00:00;7,86900;0,00000;-4,59800;0,00000;3,27100;
2016-07-25 00:00;2016-07-26 00:00;4,36600;3,57400;0,00000;-3,34700;4,59300;
2016-07-26 00:00;2016-07-27 00:00;4,22100;1,03900;0,00000;-6,42200;-1,16200;
2016-07-27 00:00;2016-07-28 00:00;4,62700;3,11000;0,00000;-2,54900;5,18800;
2016-07-28 00:00;2016-07-29 00:00;3,13500;0,98200;0,00000;-6,04000;-1,92300;
2016-07-29 00:00;2016-07-30 00:00;3,72000;4,22500;0,00000;-3,39100;4,55400;
2016-07-30 00:00;2016-07-31 00:00;4,75300;0,00000;-4,75700;0,00000;-0,00400;
2016-07-31 00:00;2016-08-01 00:00;5,66900;0,00000;-4,64000;0,00000;1,02900;
2016-08-01 00:00;2016-08-02 00:00;3,22300;0,85800;0,00000;-6,54400;-2,46300;
2016-08-02 00:00;2016-08-03 00:00;4,66500;2,12500;0,00000;-0,44200;6,34800;
2016-08-03 00:00;2016-08-04 00:00;4,26200;4,23100;0,00000;-0,11000;8,38300;
2016-08-04 00:00;2016-08-05 00:00;4,38000;1,17400;0,00000;-4,36600;1,18800;
2016-08-05 00:00;2016-08-06 00:00;3,07100;3,84500;0,00000;-4,51300;2,40300;
2016-08-06 00:00;2016-08-07 00:00;5,61800;0,00000;-5,91000;0,00000;-0,29200;
2016-08-07 00:00;2016-08-08 00:00;3,42800;0,00000;-5,51000;0,00000;-2,08200;
2016-08-08 00:00;2016-08-09 00:00;2,26100;0,74900;0,00000;-6,54400;-3,53400;
2016-08-09 00:00;2016-08-10 00:00;2,27400;0,66500;0,00000;-4,36600;-1,42700;
2016-08-10 00:00;2016-08-11 00:00;2,27200;0,49800;0,00000;-7,95800;-5,18800;
2016-08-11 00:00;2016-08-12 00:00;2,24000;0,93700;0,00000;-1,20300;1,97400;
2016-08-12 00:00;2016-08-13 00:00;2,25400;0,67700;0,00000;-3,07000;-0,13900;
2016-08-13 00:00;2016-08-14 00:00;2,73900;0,00000;-5,08200;0,00000;-2,34300;
2016-08-14 00:00;2016-08-15 00:00;2,80800;0,00000;-6,35200;0,00000;-3,54400;
2016-08-15 00:00;2016-08-16 00:00;2,26600;0,72100;0,00000;-10,32000;-7,33300;
2016-08-16 00:00;2016-08-17 00:00;2,28600;0,79100;0,00000;-11,23700;-8,16000;
2016-08-17 00:00;2016-08-18 00:00;2,28500;0,87500;0,00000;-11,26400;-8,10400;
2016-08-18 00:00;2016-08-19 00:00;2,28200;0,75700;0,00000;-10,56000;-7,52100;
2016-08-19 00:00;2016-08-20 00:00;2,36900;0,88100;0,00000;-4,30800;-1,05800;
2016-08-20 00:00;2016-08-21 00:00;2,98800;0,00000;-6,52100;0,00000;-3,53300;
2016-08-21 00:00;2016-08-22 00:00;3,20700;0,00000;-3,35900;0,00000;-0,15200;
2016-08-22 00:00;2016-08-23 00:00;2,32000;1,01900;0,00000;-2,84600;0,49300;
2016-08-23 00:00;2016-08-24 00:00;2,28300;0,91700;0,00000;-10,22500;-7,02500;
2016-08-24 00:00;2016-08-25 00:00;2,30700;0,95700;0,00000;-10,03700;-6,77300;
2016-08-25 00:00;2016-08-26 00:00;4,60600;3,01100;0,00000;-9,39700;-1,78000;
2016-08-26 00:00;2016-08-27 00:00;6,70500;6,46600;0,00000;-5,01400;8,15700;
2016-08-27 00:00;2016-08-28 00:00;5,52000;0,00000;-5,87300;0,00000;-0,35300;
2016-08-28 00:00;2016-08-29 00:00;6,05400;0,00000;-5,01900;0,00000;1,03500;
