Vanaf;Tot;Verbruik laag tarief;Verbruik hoog tarief;Teruglevering laag tarief;Teruglevering hoog tarief;Totaal;
2016-08-29 00:00;2016-08-30 00:00;3,27600;3,88800;0,00000;-3,54100;3,62300;
2016-08-30 00:00;2016-08-31 00:00;3,50600;2,44300;0,00000;-6,96500;-1,01600;
2016-08-31 00:00;2016-09-01 00:00;2,95200;2,13100;0,00000;-7,43000;-2,34700;
2016-09-01 00:00;2016-09-02 00:00;3,94200;4,91400;0,00000;-3,40000;5,45600;
2016-09-02 00:00;2016-09-03 00:00;3,92000;5,32600;0,00000;-4,49800;4,74800;
2016-09-03 00:00;2016-09-04 00:00;4,71600;0,00000;-5,67100;0,00000;-0,95500;
2016-09-04 00:00;2016-09-05 00:00;6,37300;0,00000;-3,70500;0,00000;2,66800;
2016-09-05 00:00;2016-09-06 00:00;4,12600;2,88900;0,00000;-6,51900;0,49600;
2016-09-06 00:00;2016-09-07 00:00;3,98600;1,87100;0,00000;-7,58100;-1,72400;
2016-09-07 00:00;2016-09-08 00:00;4,77000;3,79500;0,00000;-6,34000;2,22500;
2016-09-08 00:00;2016-09-09 00:00;3,70800;2,79200;0,00000;-8,27200;-1,77200;
2016-09-09 00:00;2016-09-10 00:00;3,33000;3,68300;0,00000;-6,15600;0,85700;
2016-09-10 00:00;2016-09-11 00:00;4,95900;0,00000;-8,25600;0,00000;-3,29700;
2016-09-11 00:00;2016-09-12 00:00;9,80600;0,00000;-1,23500;0,00000;8,57100;
2016-09-12 00:00;2016-09-13 00:00;3,37000;3,09100;0,00000;-7,58600;-1,12500;
2016-09-13 00:00;2016-09-14 00:00;3,63800;2,94500;0,00000;-6,64900;-0,06600;
2016-09-14 00:00;2016-09-15 00:00;4,35400;3,05700;0,00000;-6,77800;0,63300;
2016-09-15 00:00;2016-09-16 00:00;5,12200;3,55000;0,00000;-5,08700;3,58500;
2016-09-16 00:00;2016-09-17 00:00;5,99100;6,40400;0,00000;-2,36100;10,03400;
2016-09-17 00:00;2016-09-18 00:00;11,25900;0,00000;-2,20200;0,00000;9,05700;
2016-09-18 00:00;2016-09-19 00:00;9,51900;0,00000;-0,57000;0,00000;8,94900;
2016-09-19 00:00;2016-09-20 00:00;4,26700;3,01400;0,00000;-5,50600;1,77500;
2016-09-20 00:00;2016-09-21 00:00;4,39400;2,93400;0,00000;-6,06100;1,26700;
2016-09-21 00:00;2016-09-22 00:00;4,60100;3,62900;0,00000;-3,44000;4,79000;
2016-09-22 00:00;2016-09-23 00:00;3,64000;1,45100;0,00000;-4,50400;0,58700;
2016-09-23 00:00;2016-09-24 00:00;2,82000;1,47900;0,00000;-5,30100;-1,00200;
2016-09-24 00:00;2016-09-25 00:00;4,29500;0,00000;-6,73000;0,00000;-2,43500;
2016-09-25 00:00;2016-09-26 00:00;6,54500;0,00000;-6,57000;0,00000;-0,02500;
2016-09-26 00:00;2016-09-27 00:00;5,28600;6,55300;0,00000;-3,61100;8,22800;
2016-09-27 00:00;2016-09-28 00:00;4,32000;4,95000;0,00000;-6,82500;2,44500;
2016-09-28 00:00;2016-09-29 00:00;4,54500;3,53700;0,00000;-4,64000;3,44200;
2016-09-29 00:00;2016-09-30 00:00;4,33600;2,97300;0,00000;-1,26900;6,04000;
2016-09-30 00:00;2016-10-01 00:00;3,62100;3,65700;0,00000;-4,83600;2,44200;
2016-10-01 00:00;2016-10-02 00:00;9,10700;0,00000;-1,49700;0,00000;7,61000;
2016-10-02 00:00;2016-10-03 00:00;6,08400;0,00000;-1,34400;0,00000;4,74000;
2016-10-03 00:00;2016-10-04 00:00;5,00400;4,59300;0,00000;-3,16800;6,42900;
2016-10-04 00:00;2016-10-05 00:00;3,97900;4,16800;0,00000;-0,83000;7,31700;
2016-10-05 00:00;2016-10-06 00:00;4,08800;7,30600;0,00000;-6,07500;5,31900;
2016-10-06 00:00;2016-10-07 00:00;5,65000;5,26500;0,00000;-1,10900;9,80600;
2016-10-07 00:00;2016-10-08 00:00;4,87400;5,40200;0,00000;-1,66200;8,61400;
