20220101,2596
20220102,2361
20220103,1922
20220104,1144
20220105,1628
20220106,10373
20220107,14616
20220108,23887
20220109,16217
20220110,24713
20220111,14959
20220112,15497
20220113,14743
20220114,15025
20220115,14098
20220116,14169
20220117,14421
20220118,14687
20220119,21994
20220120,21584
20220121,12518
20220122,12505
20220123,12888
20220124,17271
20220125,15077
20220126,2321
20220127,3224
20220128,14059
20220129,16677
20220130,15792
20220131,9073
20220201,18420
20220202,17891
20220203,15075
20220204,3741
20220205,11463
20220206,3697
20220207,17371
20220208,18851
20220209,18394
20220210,16245
20220211,5806
20220212,20627
20220213,19004
20220214,4389
20220215,2784
20220216,13622
20220217,8106
20220218,16467
20220219,4172
20220220,14382
20220221,12813
20220222,21652
20220223,21791
20220224,16595
20220225,19179
20220226,22985
20220227,17132
20220228,22188
20220301,22825
20220302,21935
20220303,21186
20220304,22567
20220305,22739
20220306,21615
20220307,23006
20220308,22472
20220309,24196
20220310,23083
20220311,16897
20220312,24123
20220313,21405
20220314,17292
20220315,14172
20220316,14179
20220317,7014
20220318,13325
20220319,25574
20220320,25719
20220321,25121
20220322,26551
20220323,25601
20220324,26124
20220325,24176
20220326,24446
20220327,22579
20220328,24170
20220329,22906
20220330,8098
20220331,6889
20220401,21839
20220402,16609
20220403,21703
20220404,16600
20220405,27430
20220406,25399
20220407,25284
20220408,23766
20220409,21376
20220410,31091
20220411,29857
20220412,28043
20220413,27839
20220414,28260
20220415,29015
20220416,20965
20220417,31763
20220418,30297
20220419,25816
20220420,21687
20220421,10414
20220422,4379
20220423,18846
20220424,18633
20220425,19867
20220426,16982
20220427,31186
20220428,31873
20220429,31742
20220430,28806
20220501,14401
20220502,22781
20220503,28709
20220504,24985
20220505,9958
20220506,5522
20220507,17051
20220508,26562
20220509,30780
20220510,30056
20220511,30676
20220512,30074
20220513,29889
20220514,26246
20220515,30037
20220516,28313
20220517,30262
20220518,26492
20220519,30452
20220520,30170
20220521,28426
20220522,25068
20220523,24154
20220524,24842
20220525,27764
20220526,17962
20220527,27428
20220528,20762
20220529,9376
20220530,26056
20220531,24020
20220601,30172
20220602,29016
20220603,13420
20220604,29448
20220605,27736
20220606,27924
20220607,18188
20220608,28172
20220609,15856
20220610,23338
20220611,31546
20220612,31086
20220613,28230
20220614,31648
20220615,29474
20220616,28070
20220617,28116
20220618,31290
20220619,30962
20220620,30558
20220621,28074
20220622,14650
20220623,24350
20220624,28358
20220625,30350
20220626,29176
20220627,28708
20220628,21473
20220629,25068
20220630,27222
20220701,26980
20220702,29612
20220703,29324
20220704,31024
20220705,30730
20220706,29210
20220707,28068
20220708,31798
20220709,30962
20220710,29952
20220711,28738
20220712,28918
20220713,31034
20220714,28418
20220715,29970
20220716,29932
20220717,30532
20220718,28994
20220719,29890
20220720,29530
20220721,29134
20220722,29170
20220723,28488
20220724,27772
20220725,28536
20220726,28504
20220727,25572
20220728,26612
20220729,22992
20220730,30244
20220731,30332
20220801,29710
20220802,26350
20220803,30076
20220804,29130
20220805,28782
20220806,27344
20220807,14940
20220808,25268
20220809,29824
20220810,29202
20220811,29146
20220812,22212
20220813,28468
20220814,27576
20220815,26896
20220816,28592
20220817,22936
20220818,12618
20220819,18988
20220820,28244
20220821,26936
20220822,28802
20220823,28826
20220824,28234
20220825,28234
20220826,10968
20220827,16076
20220828,25020
20220829,24276
20220830,21042
20220831,20144
20220901,24888
20220902,26784
20220903,15554
20220904,2362
20220905,25570
20220906,25996
20220907,22820
20220908,16800
20220909,21112
20220910,26956
20220911,27420
20220912,25408
20220913,25352
20220914,17324
20220915,13756
20220916,20714
20220917,13878
20220918,27346
20220919,18988
20220920,24400
20220921,24852
20220922,23204
20220923,24832
20220924,8554
20220925,11060
20220926,20332
20220927,21564
20220928,15468
20220929,19488
20220930,4664
20221001,21586
20221002,22470
20221003,21174
20221004,12166
20221005,15048
20221006,18696
20221007,22580
20221008,20694
20221009,16506
20221010,18176
20221011,2800
20221012,18296
20221013,17954
20221014,16550
20221015,16986
20221016,13326
20221017,5450
20221018,16144
20221019,16720
20221020,14998
20221021,4680
20221022,9102
20221023,13382
20221024,11090
20221025,15648
20221026,14550
20221027,14384
20221028,15956
20221029,16304
20221030,16336
20221031,16058
20221101,7606
20221102,3638
20221103,4470
20221104,17210
20221105,16930
20221106,17040
20221107,17430
20221108,11702
20221109,4894
20221110,3938
20221111,12860
20221112,4152
20221113,10420
20221114,8936
20221115,2408
20221116,3428
20221117,4504
20221118,8830
20221119,3962
20221120,15500
20221121,13044
20221122,392
20221123,15784
20221124,14568
20221125,10370
20221126,8634
20221127,15260
20221128,2412
20221129,2856
20221130,9320
20221201,10336
20221202,2902
20221203,768
20221204,1872
20221205,3438
20221206,2240
20221207,5460
20221208,4724
20221209,384
20221210,1776
20221211,1048
20221212,11864
20221213,1612
20221214,1876
20221215,1656
20221216,1580
20221217,1696
20221218,11818
20221219,3830
20221220,1570
20221221,690
20221222,1896
20221223,2456
20221224,1592
20221225,2640
20221226,964
20221227,3976
20221228,10668
20221229,1490
20221230,1778
20221231,2440
