eancodeasn,meternummer,meterreadingdate,reading1,usage1,reading2,usage2,reading3,usage3,reading4,usage4                                                                                                                                                                                                                                                                                                                                                                                                 
871687140013926764,G0039001721304017,30-11-2023,11262.5,5.9,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,01-12-2023,11269.5,7,,,,,,                                                                                                                                                                                                                                                                                         
871687140013926764,G0039001721304017,02-12-2023,11275.9,6.4,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,03-12-2023,11291.9,16,,,,,,                                                                                                                                                                                                                                                                                        
871687140013926764,G0039001721304017,04-12-2023,11302.9,11,,,,,,                                                                                                                                                                                                                                                                                        
871687140013926764,G0039001721304017,05-12-2023,11308.1,5.2,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,06-12-2023,11315.3,7.2,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,07-12-2023,11323.9,8.6,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,08-12-2023,11330.7,6.8,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,09-12-2023,11338.8,8.1,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,10-12-2023,11347.2,8.4,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,11-12-2023,11353.5,6.3,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,12-12-2023,11359.6,6.1,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,13-12-2023,11364.1,4.5,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,14-12-2023,11369.6,5.5,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,15-12-2023,11373.9,4.3,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,16-12-2023,11378.4,4.5,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,17-12-2023,11383.2,4.8,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,18-12-2023,11387.2,4,,,,,,                                                                                                                                                                                                                                                                                         
871687140013926764,G0039001721304017,19-12-2023,11391.3,4.1,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,20-12-2023,11397.5,6.2,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,21-12-2023,11403.5,6,,,,,,                                                                                                                                                                                                                                                                                         
871687140013926764,G0039001721304017,22-12-2023,11408.1,4.6,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,23-12-2023,11413.4,5.3,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,24-12-2023,11418.6,5.2,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,25-12-2023,11423.1,4.5,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,26-12-2023,11426.2,3.1,,,,,,                                                                                                                                                                                                                                                                                       
871687140013926764,G0039001721304017,27-12-2023,11430.6,4.4,,,,,,                                                                                                                                                                                                                                                                                       
