From (date);From (time);Until (date);Until (time);EAN code;Meter;Meter type;Register;Volume;Unit;Validation status;Caloric upper value;Description
23/11/2023;16:00:00;23/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;5,784;kWh;Read;;
23/11/2023;17:00:00;23/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,714;m³;Read;;
23/11/2023;17:00:00;23/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,067;kWh;Read;;
23/11/2023;18:00:00;23/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,693;m³;Read;;
23/11/2023;18:00:00;23/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,829;kWh;Read;;
23/11/2023;19:00:00;23/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,826;m³;Read;;
23/11/2023;19:00:00;23/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;9,332;kWh;Read;;
23/11/2023;20:00:00;23/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,620;m³;Read;;
23/11/2023;20:00:00;23/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,005;kWh;Read;;
23/11/2023;21:00:00;23/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,747;m³;Read;;
23/11/2023;21:00:00;23/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,439;kWh;Read;;
23/11/2023;22:00:00;23/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,141;m³;Read;;
23/11/2023;22:00:00;23/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,891;kWh;Read;;
23/11/2023;23:00:00;24/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,584;m³;Read;;
23/11/2023;23:00:00;24/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,598;kWh;Read;;
24/11/2023;00:00:00;24/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,643;m³;Read;;
24/11/2023;00:00:00;24/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,264;kWh;Read;;
24/11/2023;01:00:00;24/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,727;m³;Read;;
24/11/2023;01:00:00;24/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,213;kWh;Read;;
24/11/2023;02:00:00;24/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,699;m³;Read;;
24/11/2023;02:00:00;24/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,897;kWh;Read;;
24/11/2023;03:00:00;24/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,713;m³;Read;;
24/11/2023;03:00:00;24/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,055;kWh;Read;;
24/11/2023;04:00:00;24/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,205;m³;Read;;
24/11/2023;04:00:00;24/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,316;kWh;Read;;
24/11/2023;05:00:00;24/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;05:00:00;24/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/11/2023;06:00:00;24/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;06:00:00;24/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/11/2023;07:00:00;24/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,001;m³;Read;;
24/11/2023;07:00:00;24/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,011;kWh;Read;;
24/11/2023;08:00:00;24/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,604;m³;Read;;
24/11/2023;08:00:00;24/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,824;kWh;Read;;
24/11/2023;09:00:00;24/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,980;m³;Read;;
24/11/2023;09:00:00;24/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,072;kWh;Read;;
24/11/2023;10:00:00;24/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,214;m³;Read;;
24/11/2023;10:00:00;24/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;13,715;kWh;Read;;
24/11/2023;11:00:00;24/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;11:00:00;24/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/11/2023;12:00:00;24/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;12:00:00;24/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/11/2023;13:00:00;24/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;13:00:00;24/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/11/2023;14:00:00;24/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;14:00:00;24/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/11/2023;15:00:00;24/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;15:00:00;24/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/11/2023;16:00:00;24/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,082;m³;Read;;
24/11/2023;16:00:00;24/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,224;kWh;Read;;
24/11/2023;17:00:00;24/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,457;m³;Read;;
24/11/2023;17:00:00;24/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;16,461;kWh;Read;;
24/11/2023;18:00:00;24/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;18:00:00;24/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/11/2023;19:00:00;24/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,125;m³;Read;;
24/11/2023;19:00:00;24/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,412;kWh;Read;;
24/11/2023;20:00:00;24/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,424;m³;Read;;
24/11/2023;20:00:00;24/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;16,088;kWh;Read;;
24/11/2023;21:00:00;24/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;21:00:00;24/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
24/11/2023;22:00:00;24/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,633;m³;Read;;
24/11/2023;22:00:00;24/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,151;kWh;Read;;
24/11/2023;23:00:00;25/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
24/11/2023;23:00:00;25/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/11/2023;00:00:00;25/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/11/2023;00:00:00;25/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/11/2023;01:00:00;25/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/11/2023;01:00:00;25/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/11/2023;02:00:00;25/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/11/2023;02:00:00;25/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/11/2023;03:00:00;25/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/11/2023;03:00:00;25/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/11/2023;04:00:00;25/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/11/2023;04:00:00;25/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/11/2023;05:00:00;25/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,179;m³;Read;;
25/11/2023;05:00:00;25/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,022;kWh;Read;;
25/11/2023;06:00:00;25/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,519;m³;Read;;
25/11/2023;06:00:00;25/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;17,161;kWh;Read;;
25/11/2023;07:00:00;25/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,243;m³;Read;;
25/11/2023;07:00:00;25/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;14,043;kWh;Read;;
25/11/2023;08:00:00;25/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,058;m³;Read;;
25/11/2023;08:00:00;25/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,953;kWh;Read;;
25/11/2023;09:00:00;25/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,451;m³;Read;;
25/11/2023;09:00:00;25/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;5,095;kWh;Read;;
25/11/2023;10:00:00;25/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/11/2023;10:00:00;25/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/11/2023;11:00:00;25/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/11/2023;11:00:00;25/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/11/2023;12:00:00;25/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,754;m³;Read;;
25/11/2023;12:00:00;25/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;19,816;kWh;Read;;
25/11/2023;13:00:00;25/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,016;m³;Read;;
25/11/2023;13:00:00;25/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,181;kWh;Read;;
25/11/2023;14:00:00;25/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,242;m³;Read;;
25/11/2023;14:00:00;25/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;14,032;kWh;Read;;
25/11/2023;15:00:00;25/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,593;m³;Read;;
25/11/2023;15:00:00;25/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,700;kWh;Read;;
25/11/2023;16:00:00;25/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,851;m³;Read;;
25/11/2023;16:00:00;25/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;9,614;kWh;Read;;
25/11/2023;17:00:00;25/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,523;m³;Read;;
25/11/2023;17:00:00;25/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;5,909;kWh;Read;;
25/11/2023;18:00:00;25/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,454;m³;Read;;
25/11/2023;18:00:00;25/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;5,129;kWh;Read;;
25/11/2023;19:00:00;25/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/11/2023;19:00:00;25/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
25/11/2023;20:00:00;25/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,961;m³;Read;;
25/11/2023;20:00:00;25/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,857;kWh;Read;;
25/11/2023;21:00:00;25/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,498;m³;Read;;
25/11/2023;21:00:00;25/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;5,626;kWh;Read;;
25/11/2023;22:00:00;25/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,675;m³;Read;;
25/11/2023;22:00:00;25/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,626;kWh;Read;;
25/11/2023;23:00:00;26/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
25/11/2023;23:00:00;26/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;00:00:00;26/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;00:00:00;26/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;01:00:00;26/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;01:00:00;26/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;02:00:00;26/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;02:00:00;26/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;03:00:00;26/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;03:00:00;26/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;04:00:00;26/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;04:00:00;26/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;05:00:00;26/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;05:00:00;26/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;06:00:00;26/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,060;m³;Read;;
26/11/2023;06:00:00;26/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,975;kWh;Read;;
26/11/2023;07:00:00;26/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,342;m³;Read;;
26/11/2023;07:00:00;26/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;15,161;kWh;Read;;
26/11/2023;08:00:00;26/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,830;m³;Read;;
26/11/2023;08:00:00;26/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;9,377;kWh;Read;;
26/11/2023;09:00:00;26/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,936;m³;Read;;
26/11/2023;09:00:00;26/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,575;kWh;Read;;
26/11/2023;10:00:00;26/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;10:00:00;26/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;11:00:00;26/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;11:00:00;26/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;12:00:00;26/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,263;m³;Read;;
26/11/2023;12:00:00;26/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;14,269;kWh;Read;;
26/11/2023;13:00:00;26/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;13:00:00;26/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;14:00:00;26/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;14:00:00;26/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;15:00:00;26/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,366;m³;Read;;
26/11/2023;15:00:00;26/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,135;kWh;Read;;
26/11/2023;16:00:00;26/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,245;m³;Read;;
26/11/2023;16:00:00;26/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;14,066;kWh;Read;;
26/11/2023;17:00:00;26/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,304;m³;Read;;
26/11/2023;17:00:00;26/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;3,434;kWh;Read;;
26/11/2023;18:00:00;26/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,818;m³;Read;;
26/11/2023;18:00:00;26/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;9,241;kWh;Read;;
26/11/2023;19:00:00;26/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,387;m³;Read;;
26/11/2023;19:00:00;26/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,372;kWh;Read;;
26/11/2023;20:00:00;26/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;20:00:00;26/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
26/11/2023;21:00:00;26/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,091;m³;Read;;
26/11/2023;21:00:00;26/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,326;kWh;Read;;
26/11/2023;22:00:00;26/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,569;m³;Read;;
26/11/2023;22:00:00;26/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,428;kWh;Read;;
26/11/2023;23:00:00;27/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
26/11/2023;23:00:00;27/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;00:00:00;27/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;00:00:00;27/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;01:00:00;27/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;01:00:00;27/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;02:00:00;27/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;02:00:00;27/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;03:00:00;27/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;03:00:00;27/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;04:00:00;27/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;04:00:00;27/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;05:00:00;27/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,061;m³;Read;;
27/11/2023;05:00:00;27/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,987;kWh;Read;;
27/11/2023;06:00:00;27/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,506;m³;Read;;
27/11/2023;06:00:00;27/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;17,014;kWh;Read;;
27/11/2023;07:00:00;27/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,264;m³;Read;;
27/11/2023;07:00:00;27/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,983;kWh;Read;;
27/11/2023;08:00:00;27/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,563;m³;Read;;
27/11/2023;08:00:00;27/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,361;kWh;Read;;
27/11/2023;09:00:00;27/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,087;m³;Read;;
27/11/2023;09:00:00;27/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,281;kWh;Read;;
27/11/2023;10:00:00;27/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,109;m³;Read;;
27/11/2023;10:00:00;27/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,529;kWh;Read;;
27/11/2023;11:00:00;27/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,707;m³;Read;;
27/11/2023;11:00:00;27/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,987;kWh;Read;;
27/11/2023;12:00:00;27/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,693;m³;Read;;
27/11/2023;12:00:00;27/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,829;kWh;Read;;
27/11/2023;13:00:00;27/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;13:00:00;27/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;14:00:00;27/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;14:00:00;27/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;15:00:00;27/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;15:00:00;27/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;16:00:00;27/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,191;m³;Read;;
27/11/2023;16:00:00;27/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;13,455;kWh;Read;;
27/11/2023;17:00:00;27/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,135;m³;Read;;
27/11/2023;17:00:00;27/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,823;kWh;Read;;
27/11/2023;18:00:00;27/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,442;m³;Read;;
27/11/2023;18:00:00;27/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,994;kWh;Read;;
27/11/2023;19:00:00;27/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;19:00:00;27/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
27/11/2023;20:00:00;27/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,461;m³;Read;;
27/11/2023;20:00:00;27/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;16,506;kWh;Read;;
27/11/2023;21:00:00;27/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,010;m³;Read;;
27/11/2023;21:00:00;27/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,113;kWh;Read;;
27/11/2023;22:00:00;27/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,559;m³;Read;;
27/11/2023;22:00:00;27/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,315;kWh;Read;;
27/11/2023;23:00:00;28/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
27/11/2023;23:00:00;28/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
28/11/2023;00:00:00;28/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
28/11/2023;00:00:00;28/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
