From (date);From (time);Until (date);Until (time);EAN code;Meter;Meter type;Register;Volume;Unit;Validation status;Caloric upper value;Description
31/10/2023;01:00:00;31/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;01:00:00;31/10/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;02:00:00;31/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;02:00:00;31/10/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;03:00:00;31/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;03:00:00;31/10/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;04:00:00;31/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;04:00:00;31/10/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;05:00:00;31/10/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,992;m³;Read;;
31/10/2023;05:00:00;31/10/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;11,241;kWh;Read;;
31/10/2023;06:00:00;31/10/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,431;m³;Read;;
31/10/2023;06:00:00;31/10/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,884;kWh;Read;;
31/10/2023;07:00:00;31/10/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;07:00:00;31/10/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;08:00:00;31/10/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;08:00:00;31/10/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;09:00:00;31/10/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,564;m³;Read;;
31/10/2023;09:00:00;31/10/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,391;kWh;Read;;
31/10/2023;10:00:00;31/10/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,556;m³;Read;;
31/10/2023;10:00:00;31/10/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,301;kWh;Read;;
31/10/2023;11:00:00;31/10/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,836;m³;Read;;
31/10/2023;11:00:00;31/10/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;9,474;kWh;Read;;
31/10/2023;12:00:00;31/10/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;12:00:00;31/10/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;13:00:00;31/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;13:00:00;31/10/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;14:00:00;31/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;14:00:00;31/10/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;15:00:00;31/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;15:00:00;31/10/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;16:00:00;31/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;16:00:00;31/10/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;17:00:00;31/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;17:00:00;31/10/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;18:00:00;31/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,344;m³;Read;;
31/10/2023;18:00:00;31/10/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;3,898;kWh;Read;;
31/10/2023;19:00:00;31/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;19:00:00;31/10/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;20:00:00;31/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;20:00:00;31/10/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;21:00:00;31/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
31/10/2023;21:00:00;31/10/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
31/10/2023;22:00:00;31/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,248;m³;Read;;
31/10/2023;22:00:00;31/10/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,810;kWh;Read;;
31/10/2023;23:00:00;01/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,380;m³;Read;;
31/10/2023;23:00:00;01/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,306;kWh;Read;;
01/11/2023;00:00:00;01/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;00:00:00;01/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;01:00:00;01/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;01:00:00;01/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;02:00:00;01/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;02:00:00;01/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;03:00:00;01/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;03:00:00;01/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;04:00:00;01/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;04:00:00;01/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;05:00:00;01/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,892;m³;Read;;
01/11/2023;05:00:00;01/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,108;kWh;Read;;
01/11/2023;06:00:00;01/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,245;m³;Read;;
01/11/2023;06:00:00;01/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,768;kWh;Read;;
01/11/2023;07:00:00;01/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;07:00:00;01/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;08:00:00;01/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;08:00:00;01/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;09:00:00;01/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;09:00:00;01/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;10:00:00;01/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;10:00:00;01/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;11:00:00;01/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,075;m³;Read;;
01/11/2023;11:00:00;01/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,847;kWh;Read;;
01/11/2023;12:00:00;01/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,109;m³;Read;;
01/11/2023;12:00:00;01/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,231;kWh;Read;;
01/11/2023;13:00:00;01/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;13:00:00;01/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;14:00:00;01/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;14:00:00;01/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;15:00:00;01/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;15:00:00;01/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;16:00:00;01/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;16:00:00;01/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;17:00:00;01/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,310;m³;Read;;
01/11/2023;17:00:00;01/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;3,502;kWh;Read;;
01/11/2023;18:00:00;01/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,141;m³;Read;;
01/11/2023;18:00:00;01/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,891;kWh;Read;;
01/11/2023;19:00:00;01/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;19:00:00;01/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;20:00:00;01/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;20:00:00;01/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;21:00:00;01/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;21:00:00;01/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
01/11/2023;22:00:00;01/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,591;m³;Read;;
01/11/2023;22:00:00;01/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,677;kWh;Read;;
01/11/2023;23:00:00;02/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
01/11/2023;23:00:00;02/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;00:00:00;02/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;00:00:00;02/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;01:00:00;02/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;01:00:00;02/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;02:00:00;02/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;02:00:00;02/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;03:00:00;02/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;03:00:00;02/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;04:00:00;02/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;04:00:00;02/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;05:00:00;02/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,904;m³;Read;;
02/11/2023;05:00:00;02/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,213;kWh;Read;;
02/11/2023;06:00:00;02/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,225;m³;Read;;
02/11/2023;06:00:00;02/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,542;kWh;Read;;
02/11/2023;07:00:00;02/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;07:00:00;02/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;08:00:00;02/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;08:00:00;02/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;09:00:00;02/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,578;m³;Read;;
02/11/2023;09:00:00;02/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,530;kWh;Read;;
02/11/2023;10:00:00;02/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,382;m³;Read;;
02/11/2023;10:00:00;02/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,316;kWh;Read;;
02/11/2023;11:00:00;02/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,211;m³;Read;;
02/11/2023;11:00:00;02/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,384;kWh;Read;;
02/11/2023;12:00:00;02/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;12:00:00;02/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;13:00:00;02/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;13:00:00;02/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;14:00:00;02/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;14:00:00;02/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;15:00:00;02/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;15:00:00;02/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;16:00:00;02/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;16:00:00;02/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;17:00:00;02/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;17:00:00;02/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;18:00:00;02/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,103;m³;Read;;
02/11/2023;18:00:00;02/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;12,461;kWh;Read;;
02/11/2023;19:00:00;02/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,004;m³;Read;;
02/11/2023;19:00:00;02/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,045;kWh;Read;;
02/11/2023;20:00:00;02/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,317;m³;Read;;
02/11/2023;20:00:00;02/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;3,581;kWh;Read;;
02/11/2023;21:00:00;02/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;21:00:00;02/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
02/11/2023;22:00:00;02/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,639;m³;Read;;
02/11/2023;22:00:00;02/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,219;kWh;Read;;
02/11/2023;23:00:00;03/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
02/11/2023;23:00:00;03/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;00:00:00;03/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;00:00:00;03/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;01:00:00;03/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;01:00:00;03/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;02:00:00;03/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;02:00:00;03/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;03:00:00;03/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;03:00:00;03/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;04:00:00;03/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;04:00:00;03/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;05:00:00;03/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,847;m³;Read;;
03/11/2023;05:00:00;03/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;9,569;kWh;Read;;
03/11/2023;06:00:00;03/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,945;m³;Read;;
03/11/2023;06:00:00;03/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;10,676;kWh;Read;;
03/11/2023;07:00:00;03/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;07:00:00;03/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;08:00:00;03/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,351;m³;Read;;
03/11/2023;08:00:00;03/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;3,965;kWh;Read;;
03/11/2023;09:00:00;03/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,768;m³;Read;;
03/11/2023;09:00:00;03/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,677;kWh;Read;;
03/11/2023;10:00:00;03/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,579;m³;Read;;
03/11/2023;10:00:00;03/11/2023;11:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;6,541;kWh;Read;;
03/11/2023;11:00:00;03/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;11:00:00;03/11/2023;12:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;12:00:00;03/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;12:00:00;03/11/2023;13:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;13:00:00;03/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;13:00:00;03/11/2023;14:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;14:00:00;03/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;14:00:00;03/11/2023;15:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;15:00:00;03/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;15:00:00;03/11/2023;16:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
03/11/2023;16:00:00;03/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,053;m³;Read;;
03/11/2023;16:00:00;03/11/2023;17:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,599;kWh;Read;;
03/11/2023;17:00:00;03/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,225;m³;Read;;
03/11/2023;17:00:00;03/11/2023;18:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;13,840;kWh;Read;;
03/11/2023;18:00:00;03/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,178;m³;Read;;
03/11/2023;18:00:00;03/11/2023;19:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;2,011;kWh;Read;;
03/11/2023;19:00:00;03/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,104;m³;Read;;
03/11/2023;19:00:00;03/11/2023;20:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,175;kWh;Read;;
03/11/2023;20:00:00;03/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,403;m³;Read;;
03/11/2023;20:00:00;03/11/2023;21:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;4,553;kWh;Read;;
03/11/2023;21:00:00;03/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,645;m³;Read;;
03/11/2023;21:00:00;03/11/2023;22:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;7,287;kWh;Read;;
03/11/2023;22:00:00;03/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,789;m³;Read;;
03/11/2023;22:00:00;03/11/2023;23:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;8,914;kWh;Read;;
03/11/2023;23:00:00;04/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
03/11/2023;23:00:00;04/11/2023;00:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
04/11/2023;00:00:00;04/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
04/11/2023;00:00:00;04/11/2023;01:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
04/11/2023;01:00:00;04/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
04/11/2023;01:00:00;04/11/2023;02:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
04/11/2023;02:00:00;04/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
04/11/2023;02:00:00;04/11/2023;03:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
04/11/2023;03:00:00;04/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
04/11/2023;03:00:00;04/11/2023;04:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
04/11/2023;04:00:00;04/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
04/11/2023;04:00:00;04/11/2023;05:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
04/11/2023;05:00:00;04/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
04/11/2023;05:00:00;04/11/2023;06:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
04/11/2023;06:00:00;04/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,423;m³;Read;;
04/11/2023;06:00:00;04/11/2023;07:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;16,077;kWh;Read;;
04/11/2023;07:00:00;04/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,136;m³;Read;;
04/11/2023;07:00:00;04/11/2023;08:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;1,536;kWh;Read;;
04/11/2023;08:00:00;04/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;m³;Read;;
04/11/2023;08:00:00;04/11/2023;09:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,000;kWh;Read;;
04/11/2023;09:00:00;04/11/2023;10:00:00;="123456879123456789";7MIT1234567890;Digital meter;Offtake;0,455;m³;Read;;
