From (date);From (time);Until (date);Until (time);EAN code;Meter;Meter type;Register;Volume;Unit;Validation status;Description
03/11/2023;23:00:00;03/11/2023;23:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
03/11/2023;23:15:00;03/11/2023;23:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,244;kWh;Read;
03/11/2023;23:15:00;03/11/2023;23:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
03/11/2023;23:30:00;03/11/2023;23:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,253;kWh;Read;
03/11/2023;23:30:00;03/11/2023;23:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
03/11/2023;23:45:00;04/11/2023;00:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,256;kWh;Read;
03/11/2023;23:45:00;04/11/2023;00:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;00:00:00;04/11/2023;00:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,252;kWh;Read;
04/11/2023;00:00:00;04/11/2023;00:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;00:15:00;04/11/2023;00:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,191;kWh;Read;
04/11/2023;00:15:00;04/11/2023;00:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;00:30:00;04/11/2023;00:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,189;kWh;Read;
04/11/2023;00:30:00;04/11/2023;00:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;00:45:00;04/11/2023;01:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,191;kWh;Read;
04/11/2023;00:45:00;04/11/2023;01:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;01:00:00;04/11/2023;01:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,210;kWh;Read;
04/11/2023;01:00:00;04/11/2023;01:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;01:15:00;04/11/2023;01:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,192;kWh;Read;
04/11/2023;01:15:00;04/11/2023;01:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;01:30:00;04/11/2023;01:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,185;kWh;Read;
04/11/2023;01:30:00;04/11/2023;01:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;01:45:00;04/11/2023;02:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,195;kWh;Read;
04/11/2023;01:45:00;04/11/2023;02:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;02:00:00;04/11/2023;02:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,200;kWh;Read;
04/11/2023;02:00:00;04/11/2023;02:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;02:15:00;04/11/2023;02:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,208;kWh;Read;
04/11/2023;02:15:00;04/11/2023;02:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;02:30:00;04/11/2023;02:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,166;kWh;Read;
04/11/2023;02:30:00;04/11/2023;02:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;02:45:00;04/11/2023;03:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,210;kWh;Read;
04/11/2023;02:45:00;04/11/2023;03:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;03:00:00;04/11/2023;03:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,186;kWh;Read;
04/11/2023;03:00:00;04/11/2023;03:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;03:15:00;04/11/2023;03:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,189;kWh;Read;
04/11/2023;03:15:00;04/11/2023;03:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;03:30:00;04/11/2023;03:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,184;kWh;Read;
04/11/2023;03:30:00;04/11/2023;03:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;03:45:00;04/11/2023;04:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,222;kWh;Read;
04/11/2023;03:45:00;04/11/2023;04:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;04:00:00;04/11/2023;04:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,180;kWh;Read;
04/11/2023;04:00:00;04/11/2023;04:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;04:15:00;04/11/2023;04:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,157;kWh;Read;
04/11/2023;04:15:00;04/11/2023;04:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;04:30:00;04/11/2023;04:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,170;kWh;Read;
04/11/2023;04:30:00;04/11/2023;04:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;04:45:00;04/11/2023;05:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,135;kWh;Read;
04/11/2023;04:45:00;04/11/2023;05:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;05:00:00;04/11/2023;05:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,128;kWh;Read;
04/11/2023;05:00:00;04/11/2023;05:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;05:15:00;04/11/2023;05:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,133;kWh;Read;
04/11/2023;05:15:00;04/11/2023;05:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;05:30:00;04/11/2023;05:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,196;kWh;Read;
04/11/2023;05:30:00;04/11/2023;05:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;05:45:00;04/11/2023;06:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,164;kWh;Read;
04/11/2023;05:45:00;04/11/2023;06:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;06:00:00;04/11/2023;06:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,163;kWh;Read;
04/11/2023;06:00:00;04/11/2023;06:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;06:15:00;04/11/2023;06:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,171;kWh;Read;
04/11/2023;06:15:00;04/11/2023;06:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;06:30:00;04/11/2023;06:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,181;kWh;Read;
04/11/2023;06:30:00;04/11/2023;06:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;06:45:00;04/11/2023;07:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,178;kWh;Read;
04/11/2023;06:45:00;04/11/2023;07:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;07:00:00;04/11/2023;07:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,199;kWh;Read;
04/11/2023;07:00:00;04/11/2023;07:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;07:15:00;04/11/2023;07:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,192;kWh;Read;
04/11/2023;07:15:00;04/11/2023;07:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;07:30:00;04/11/2023;07:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,269;kWh;Read;
04/11/2023;07:30:00;04/11/2023;07:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;07:45:00;04/11/2023;08:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,176;kWh;Read;
04/11/2023;07:45:00;04/11/2023;08:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;08:00:00;04/11/2023;08:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,157;kWh;Read;
04/11/2023;08:00:00;04/11/2023;08:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;08:15:00;04/11/2023;08:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,167;kWh;Read;
04/11/2023;08:15:00;04/11/2023;08:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;08:30:00;04/11/2023;08:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,188;kWh;Read;
04/11/2023;08:30:00;04/11/2023;08:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;08:45:00;04/11/2023;09:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,179;kWh;Read;
04/11/2023;08:45:00;04/11/2023;09:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;09:00:00;04/11/2023;09:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,097;kWh;Read;
04/11/2023;09:00:00;04/11/2023;09:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;09:15:00;04/11/2023;09:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,180;kWh;Read;
04/11/2023;09:15:00;04/11/2023;09:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;09:30:00;04/11/2023;09:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,182;kWh;Read;
04/11/2023;09:30:00;04/11/2023;09:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;09:45:00;04/11/2023;10:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,242;kWh;Read;
04/11/2023;09:45:00;04/11/2023;10:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;10:00:00;04/11/2023;10:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,701;kWh;Read;
04/11/2023;10:00:00;04/11/2023;10:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;10:15:00;04/11/2023;10:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,454;kWh;Read;
04/11/2023;10:15:00;04/11/2023;10:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;10:30:00;04/11/2023;10:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,275;kWh;Read;
04/11/2023;10:30:00;04/11/2023;10:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;10:45:00;04/11/2023;11:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,239;kWh;Read;
04/11/2023;10:45:00;04/11/2023;11:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;11:00:00;04/11/2023;11:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,196;kWh;Read;
04/11/2023;11:00:00;04/11/2023;11:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;11:15:00;04/11/2023;11:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,142;kWh;Read;
04/11/2023;11:15:00;04/11/2023;11:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;11:30:00;04/11/2023;11:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,050;kWh;Read;
04/11/2023;11:30:00;04/11/2023;11:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;11:45:00;04/11/2023;12:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,120;kWh;Read;
04/11/2023;11:45:00;04/11/2023;12:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;12:00:00;04/11/2023;12:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,085;kWh;Read;
04/11/2023;12:00:00;04/11/2023;12:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;12:15:00;04/11/2023;12:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,108;kWh;Read;
04/11/2023;12:15:00;04/11/2023;12:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;12:30:00;04/11/2023;12:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,503;kWh;Read;
04/11/2023;12:30:00;04/11/2023;12:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;12:45:00;04/11/2023;13:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,292;kWh;Read;
04/11/2023;12:45:00;04/11/2023;13:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;13:00:00;04/11/2023;13:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,113;kWh;Read;
04/11/2023;13:00:00;04/11/2023;13:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;13:15:00;04/11/2023;13:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,042;kWh;Read;
04/11/2023;13:15:00;04/11/2023;13:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,014;kWh;Read;
04/11/2023;13:30:00;04/11/2023;13:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,066;kWh;Read;
04/11/2023;13:30:00;04/11/2023;13:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,009;kWh;Read;
04/11/2023;13:45:00;04/11/2023;14:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,078;kWh;Read;
04/11/2023;13:45:00;04/11/2023;14:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;14:00:00;04/11/2023;14:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,083;kWh;Read;
04/11/2023;14:00:00;04/11/2023;14:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,016;kWh;Read;
04/11/2023;14:15:00;04/11/2023;14:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,058;kWh;Read;
04/11/2023;14:15:00;04/11/2023;14:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,026;kWh;Read;
04/11/2023;14:30:00;04/11/2023;14:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,297;kWh;Read;
04/11/2023;14:30:00;04/11/2023;14:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;14:45:00;04/11/2023;15:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,190;kWh;Read;
04/11/2023;14:45:00;04/11/2023;15:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;15:00:00;04/11/2023;15:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,027;kWh;Read;
04/11/2023;15:00:00;04/11/2023;15:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,315;kWh;Read;
04/11/2023;15:15:00;04/11/2023;15:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,006;kWh;Read;
04/11/2023;15:15:00;04/11/2023;15:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,341;kWh;Read;
04/11/2023;15:30:00;04/11/2023;15:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,518;kWh;Read;
04/11/2023;15:30:00;04/11/2023;15:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,031;kWh;Read;
04/11/2023;15:45:00;04/11/2023;16:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,420;kWh;Read;
04/11/2023;15:45:00;04/11/2023;16:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,097;kWh;Read;
04/11/2023;16:00:00;04/11/2023;16:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,348;kWh;Read;
04/11/2023;16:00:00;04/11/2023;16:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;16:15:00;04/11/2023;16:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,477;kWh;Read;
04/11/2023;16:15:00;04/11/2023;16:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;16:30:00;04/11/2023;16:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,323;kWh;Read;
04/11/2023;16:30:00;04/11/2023;16:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;16:45:00;04/11/2023;17:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,407;kWh;Read;
04/11/2023;16:45:00;04/11/2023;17:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;17:00:00;04/11/2023;17:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,408;kWh;Read;
04/11/2023;17:00:00;04/11/2023;17:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;17:15:00;04/11/2023;17:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,385;kWh;Read;
04/11/2023;17:15:00;04/11/2023;17:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;17:30:00;04/11/2023;17:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,381;kWh;Read;
04/11/2023;17:30:00;04/11/2023;17:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;17:45:00;04/11/2023;18:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,359;kWh;Read;
04/11/2023;17:45:00;04/11/2023;18:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;18:00:00;04/11/2023;18:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,329;kWh;Read;
04/11/2023;18:00:00;04/11/2023;18:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;18:15:00;04/11/2023;18:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,306;kWh;Read;
04/11/2023;18:15:00;04/11/2023;18:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;18:30:00;04/11/2023;18:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,558;kWh;Read;
04/11/2023;18:30:00;04/11/2023;18:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;18:45:00;04/11/2023;19:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;1,097;kWh;Read;
04/11/2023;18:45:00;04/11/2023;19:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;19:00:00;04/11/2023;19:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,540;kWh;Read;
04/11/2023;19:00:00;04/11/2023;19:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;19:15:00;04/11/2023;19:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,364;kWh;Read;
04/11/2023;19:15:00;04/11/2023;19:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;19:30:00;04/11/2023;19:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,339;kWh;Read;
04/11/2023;19:30:00;04/11/2023;19:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;19:45:00;04/11/2023;20:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,261;kWh;Read;
04/11/2023;19:45:00;04/11/2023;20:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;20:00:00;04/11/2023;20:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,359;kWh;Read;
04/11/2023;20:00:00;04/11/2023;20:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;20:15:00;04/11/2023;20:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,630;kWh;Read;
04/11/2023;20:15:00;04/11/2023;20:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;20:30:00;04/11/2023;20:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,397;kWh;Read;
04/11/2023;20:30:00;04/11/2023;20:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;20:45:00;04/11/2023;21:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,594;kWh;Read;
04/11/2023;20:45:00;04/11/2023;21:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;21:00:00;04/11/2023;21:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,603;kWh;Read;
04/11/2023;21:00:00;04/11/2023;21:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;21:15:00;04/11/2023;21:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,410;kWh;Read;
04/11/2023;21:15:00;04/11/2023;21:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;21:30:00;04/11/2023;21:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,415;kWh;Read;
04/11/2023;21:30:00;04/11/2023;21:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;21:45:00;04/11/2023;22:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,351;kWh;Read;
04/11/2023;21:45:00;04/11/2023;22:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;22:00:00;04/11/2023;22:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,202;kWh;Read;
04/11/2023;22:00:00;04/11/2023;22:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;22:15:00;04/11/2023;22:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,237;kWh;Read;
04/11/2023;22:15:00;04/11/2023;22:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;22:30:00;04/11/2023;22:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,203;kWh;Read;
04/11/2023;22:30:00;04/11/2023;22:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;22:45:00;04/11/2023;23:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,183;kWh;Read;
04/11/2023;22:45:00;04/11/2023;23:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;23:00:00;04/11/2023;23:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,187;kWh;Read;
04/11/2023;23:00:00;04/11/2023;23:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;23:15:00;04/11/2023;23:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,215;kWh;Read;
04/11/2023;23:15:00;04/11/2023;23:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;23:30:00;04/11/2023;23:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,195;kWh;Read;
04/11/2023;23:30:00;04/11/2023;23:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
04/11/2023;23:45:00;05/11/2023;00:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,194;kWh;Read;
04/11/2023;23:45:00;05/11/2023;00:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
05/11/2023;00:00:00;05/11/2023;00:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,207;kWh;Read;
05/11/2023;00:00:00;05/11/2023;00:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
05/11/2023;00:15:00;05/11/2023;00:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,196;kWh;Read;
05/11/2023;00:15:00;05/11/2023;00:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
05/11/2023;00:30:00;05/11/2023;00:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,187;kWh;Read;
05/11/2023;00:30:00;05/11/2023;00:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
05/11/2023;00:45:00;05/11/2023;01:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,202;kWh;Read;
