From (date);From (time);Until (date);Until (time);EAN code;Meter;Meter type;Register;Volume;Unit;Validation status;Description
16/11/2023;09:45:00;16/11/2023;10:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;10:00:00;16/11/2023;10:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,210;kWh;Read;
16/11/2023;10:00:00;16/11/2023;10:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;10:15:00;16/11/2023;10:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,189;kWh;Read;
16/11/2023;10:15:00;16/11/2023;10:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;10:30:00;16/11/2023;10:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,114;kWh;Read;
16/11/2023;10:30:00;16/11/2023;10:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;10:45:00;16/11/2023;11:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,093;kWh;Read;
16/11/2023;10:45:00;16/11/2023;11:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;11:00:00;16/11/2023;11:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,105;kWh;Read;
16/11/2023;11:00:00;16/11/2023;11:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;11:15:00;16/11/2023;11:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,127;kWh;Read;
16/11/2023;11:15:00;16/11/2023;11:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;11:30:00;16/11/2023;11:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,174;kWh;Read;
16/11/2023;11:30:00;16/11/2023;11:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;11:45:00;16/11/2023;12:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,164;kWh;Read;
16/11/2023;11:45:00;16/11/2023;12:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;12:00:00;16/11/2023;12:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,148;kWh;Read;
16/11/2023;12:00:00;16/11/2023;12:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;12:15:00;16/11/2023;12:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,148;kWh;Read;
16/11/2023;12:15:00;16/11/2023;12:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;12:30:00;16/11/2023;12:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,335;kWh;Read;
16/11/2023;12:30:00;16/11/2023;12:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;12:45:00;16/11/2023;13:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,148;kWh;Read;
16/11/2023;12:45:00;16/11/2023;13:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;13:00:00;16/11/2023;13:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,125;kWh;Read;
16/11/2023;13:00:00;16/11/2023;13:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;13:15:00;16/11/2023;13:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,134;kWh;Read;
16/11/2023;13:15:00;16/11/2023;13:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;13:30:00;16/11/2023;13:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,177;kWh;Read;
16/11/2023;13:30:00;16/11/2023;13:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;13:45:00;16/11/2023;14:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,502;kWh;Read;
16/11/2023;13:45:00;16/11/2023;14:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;14:00:00;16/11/2023;14:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,159;kWh;Read;
16/11/2023;14:00:00;16/11/2023;14:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;14:15:00;16/11/2023;14:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,157;kWh;Read;
16/11/2023;14:15:00;16/11/2023;14:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;14:30:00;16/11/2023;14:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,137;kWh;Read;
16/11/2023;14:30:00;16/11/2023;14:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;14:45:00;16/11/2023;15:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,161;kWh;Read;
16/11/2023;14:45:00;16/11/2023;15:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;15:00:00;16/11/2023;15:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,193;kWh;Read;
16/11/2023;15:00:00;16/11/2023;15:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;15:15:00;16/11/2023;15:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,172;kWh;Read;
16/11/2023;15:15:00;16/11/2023;15:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;15:30:00;16/11/2023;15:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,208;kWh;Read;
16/11/2023;15:30:00;16/11/2023;15:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;15:45:00;16/11/2023;16:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,304;kWh;Read;
16/11/2023;15:45:00;16/11/2023;16:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;16:00:00;16/11/2023;16:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,291;kWh;Read;
16/11/2023;16:00:00;16/11/2023;16:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;16:15:00;16/11/2023;16:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,192;kWh;Read;
16/11/2023;16:15:00;16/11/2023;16:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;16:30:00;16/11/2023;16:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,221;kWh;Read;
16/11/2023;16:30:00;16/11/2023;16:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;16:45:00;16/11/2023;17:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,244;kWh;Read;
16/11/2023;16:45:00;16/11/2023;17:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;17:00:00;16/11/2023;17:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,215;kWh;Read;
16/11/2023;17:00:00;16/11/2023;17:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;17:15:00;16/11/2023;17:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,520;kWh;Read;
16/11/2023;17:15:00;16/11/2023;17:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;17:30:00;16/11/2023;17:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,356;kWh;Read;
16/11/2023;17:30:00;16/11/2023;17:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;17:45:00;16/11/2023;18:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,291;kWh;Read;
16/11/2023;17:45:00;16/11/2023;18:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;18:00:00;16/11/2023;18:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,376;kWh;Read;
16/11/2023;18:00:00;16/11/2023;18:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;18:15:00;16/11/2023;18:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,277;kWh;Read;
16/11/2023;18:15:00;16/11/2023;18:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;18:30:00;16/11/2023;18:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,253;kWh;Read;
16/11/2023;18:30:00;16/11/2023;18:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;18:45:00;16/11/2023;19:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,288;kWh;Read;
16/11/2023;18:45:00;16/11/2023;19:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;19:00:00;16/11/2023;19:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,263;kWh;Read;
16/11/2023;19:00:00;16/11/2023;19:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;19:15:00;16/11/2023;19:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,242;kWh;Read;
16/11/2023;19:15:00;16/11/2023;19:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;19:30:00;16/11/2023;19:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,205;kWh;Read;
16/11/2023;19:30:00;16/11/2023;19:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;19:45:00;16/11/2023;20:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,419;kWh;Read;
16/11/2023;19:45:00;16/11/2023;20:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;20:00:00;16/11/2023;20:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,501;kWh;Read;
16/11/2023;20:00:00;16/11/2023;20:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;20:15:00;16/11/2023;20:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,491;kWh;Read;
16/11/2023;20:15:00;16/11/2023;20:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;20:30:00;16/11/2023;20:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,245;kWh;Read;
16/11/2023;20:30:00;16/11/2023;20:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;20:45:00;16/11/2023;21:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,291;kWh;Read;
16/11/2023;20:45:00;16/11/2023;21:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;21:00:00;16/11/2023;21:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,243;kWh;Read;
16/11/2023;21:00:00;16/11/2023;21:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;21:15:00;16/11/2023;21:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,213;kWh;Read;
16/11/2023;21:15:00;16/11/2023;21:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;21:30:00;16/11/2023;21:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,226;kWh;Read;
16/11/2023;21:30:00;16/11/2023;21:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;21:45:00;16/11/2023;22:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,581;kWh;Read;
16/11/2023;21:45:00;16/11/2023;22:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
16/11/2023;22:00:00;16/11/2023;22:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,392;kWh;Read;
16/11/2023;22:00:00;16/11/2023;22:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
16/11/2023;22:15:00;16/11/2023;22:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,153;kWh;Read;
16/11/2023;22:15:00;16/11/2023;22:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
16/11/2023;22:30:00;16/11/2023;22:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,134;kWh;Read;
16/11/2023;22:30:00;16/11/2023;22:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
16/11/2023;22:45:00;16/11/2023;23:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,123;kWh;Read;
16/11/2023;22:45:00;16/11/2023;23:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
16/11/2023;23:00:00;16/11/2023;23:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,106;kWh;Read;
16/11/2023;23:00:00;16/11/2023;23:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
16/11/2023;23:15:00;16/11/2023;23:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,110;kWh;Read;
16/11/2023;23:15:00;16/11/2023;23:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
16/11/2023;23:30:00;16/11/2023;23:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,138;kWh;Read;
16/11/2023;23:30:00;16/11/2023;23:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
16/11/2023;23:45:00;17/11/2023;00:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,120;kWh;Read;
16/11/2023;23:45:00;17/11/2023;00:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;00:00:00;17/11/2023;00:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,107;kWh;Read;
17/11/2023;00:00:00;17/11/2023;00:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;00:15:00;17/11/2023;00:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,117;kWh;Read;
17/11/2023;00:15:00;17/11/2023;00:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;00:30:00;17/11/2023;00:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,125;kWh;Read;
17/11/2023;00:30:00;17/11/2023;00:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;00:45:00;17/11/2023;01:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,107;kWh;Read;
17/11/2023;00:45:00;17/11/2023;01:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;01:00:00;17/11/2023;01:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,112;kWh;Read;
17/11/2023;01:00:00;17/11/2023;01:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;01:15:00;17/11/2023;01:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,141;kWh;Read;
17/11/2023;01:15:00;17/11/2023;01:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;01:30:00;17/11/2023;01:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,130;kWh;Read;
17/11/2023;01:30:00;17/11/2023;01:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;01:45:00;17/11/2023;02:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,104;kWh;Read;
17/11/2023;01:45:00;17/11/2023;02:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;02:00:00;17/11/2023;02:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,115;kWh;Read;
17/11/2023;02:00:00;17/11/2023;02:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;02:15:00;17/11/2023;02:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,127;kWh;Read;
17/11/2023;02:15:00;17/11/2023;02:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;02:30:00;17/11/2023;02:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,110;kWh;Read;
17/11/2023;02:30:00;17/11/2023;02:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;02:45:00;17/11/2023;03:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,104;kWh;Read;
17/11/2023;02:45:00;17/11/2023;03:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;03:00:00;17/11/2023;03:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,138;kWh;Read;
17/11/2023;03:00:00;17/11/2023;03:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;03:15:00;17/11/2023;03:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,130;kWh;Read;
17/11/2023;03:15:00;17/11/2023;03:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;03:30:00;17/11/2023;03:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,110;kWh;Read;
17/11/2023;03:30:00;17/11/2023;03:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;03:45:00;17/11/2023;04:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,103;kWh;Read;
17/11/2023;03:45:00;17/11/2023;04:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;04:00:00;17/11/2023;04:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,133;kWh;Read;
17/11/2023;04:00:00;17/11/2023;04:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;04:15:00;17/11/2023;04:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,108;kWh;Read;
17/11/2023;04:15:00;17/11/2023;04:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;04:30:00;17/11/2023;04:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,128;kWh;Read;
17/11/2023;04:30:00;17/11/2023;04:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;04:45:00;17/11/2023;05:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,153;kWh;Read;
17/11/2023;04:45:00;17/11/2023;05:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;05:00:00;17/11/2023;05:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,327;kWh;Read;
17/11/2023;05:00:00;17/11/2023;05:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;05:15:00;17/11/2023;05:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,230;kWh;Read;
17/11/2023;05:15:00;17/11/2023;05:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;05:30:00;17/11/2023;05:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,193;kWh;Read;
17/11/2023;05:30:00;17/11/2023;05:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;05:45:00;17/11/2023;06:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,313;kWh;Read;
17/11/2023;05:45:00;17/11/2023;06:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;06:00:00;17/11/2023;06:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,419;kWh;Read;
17/11/2023;06:00:00;17/11/2023;06:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;06:15:00;17/11/2023;06:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,237;kWh;Read;
17/11/2023;06:15:00;17/11/2023;06:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;06:30:00;17/11/2023;06:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,206;kWh;Read;
17/11/2023;06:30:00;17/11/2023;06:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;06:45:00;17/11/2023;07:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Night;0,251;kWh;Read;
17/11/2023;06:45:00;17/11/2023;07:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Night;0,000;kWh;Read;
17/11/2023;07:00:00;17/11/2023;07:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,231;kWh;Read;
17/11/2023;07:00:00;17/11/2023;07:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;07:15:00;17/11/2023;07:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,188;kWh;Read;
17/11/2023;07:15:00;17/11/2023;07:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;07:30:00;17/11/2023;07:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,155;kWh;Read;
17/11/2023;07:30:00;17/11/2023;07:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;07:45:00;17/11/2023;08:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,192;kWh;Read;
17/11/2023;07:45:00;17/11/2023;08:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;08:00:00;17/11/2023;08:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,147;kWh;Read;
17/11/2023;08:00:00;17/11/2023;08:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;08:15:00;17/11/2023;08:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,164;kWh;Read;
17/11/2023;08:15:00;17/11/2023;08:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;08:30:00;17/11/2023;08:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,093;kWh;Read;
17/11/2023;08:30:00;17/11/2023;08:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;08:45:00;17/11/2023;09:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,074;kWh;Read;
17/11/2023;08:45:00;17/11/2023;09:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;09:00:00;17/11/2023;09:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,227;kWh;Read;
17/11/2023;09:00:00;17/11/2023;09:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;09:15:00;17/11/2023;09:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,023;kWh;Read;
17/11/2023;09:15:00;17/11/2023;09:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,060;kWh;Read;
17/11/2023;09:30:00;17/11/2023;09:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,000;kWh;Read;
17/11/2023;09:30:00;17/11/2023;09:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,120;kWh;Read;
17/11/2023;09:45:00;17/11/2023;10:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,088;kWh;Read;
17/11/2023;09:45:00;17/11/2023;10:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,001;kWh;Read;
17/11/2023;10:00:00;17/11/2023;10:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,159;kWh;Read;
17/11/2023;10:00:00;17/11/2023;10:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;10:15:00;17/11/2023;10:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,149;kWh;Read;
17/11/2023;10:15:00;17/11/2023;10:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;10:30:00;17/11/2023;10:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,496;kWh;Read;
17/11/2023;10:30:00;17/11/2023;10:45:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;10:45:00;17/11/2023;11:00:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,402;kWh;Read;
17/11/2023;10:45:00;17/11/2023;11:00:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;11:00:00;17/11/2023;11:15:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,106;kWh;Read;
17/11/2023;11:00:00;17/11/2023;11:15:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;11:15:00;17/11/2023;11:30:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,150;kWh;Read;
17/11/2023;11:15:00;17/11/2023;11:30:00;="123456879123456789";1SAG1234567890;Digital meter;Injection Day;0,000;kWh;Read;
17/11/2023;11:30:00;17/11/2023;11:45:00;="123456879123456789";1SAG1234567890;Digital meter;Offtake Day;0,113;kWh;Read;
