1698044400,0.0
1698045300,0.191
1698046200,0.392
1698047100,0.588
1698048000,0.781
1698048900,0.994
1698049800,1.211
1698050700,1.375
1698051600,1.525
1698052500,1.732
1698053400,1.808
1698054300,1.855
1698055200,1.909
1698056100,1.921
1698057000,1.921
1698057900,1.921
1698058800,1.921
1698059700,1.921
1698060600,2.041
1698061500,2.473
1698062400,2.543
1698063300,2.543
1698064200,2.543
1698065100,2.704
1698066000,2.71
1698066900,2.71
1698067800,2.71
1698068700,2.71
1698069600,2.715
1698070500,2.743
1698071400,2.843
1698072300,2.964
1698073200,3.018
1698074100,3.028
1698075000,3.087
1698075900,3.216
1698076800,3.363
1698077700,3.451
1698078600,3.588
1698079500,3.813
1698080400,4.423
1698081300,4.923
1698082200,5.412
1698083100,5.829
1698084000,6.246
1698084900,6.702
1698085800,7.211
1698086700,7.728
1698087600,7.975
1698088500,8.243
1698089400,8.459
1698090300,8.934
1698091200,9.31
1698092100,9.745
1698093000,9.953
1698093900,10.206
1698094800,10.422
1698095700,10.622
1698096600,10.842
1698097500,11.47
1698130800,11.731
1698131700,11.99
1698132600,12.205
1698133500,12.417
1698134400,12.622
1698135300,12.83
1698136200,12.999
1698137100,13.187
1698138000,13.367
1698138900,13.487
1698139800,13.524
1698140700,13.575
1698141600,13.699
1698142500,13.738
1698143400,14.277
1698144300,14.415
1698145200,14.689
1698146100,14.854
1698147000,15.003
1698147900,15.157
1698148800,15.432
1698149700,15.868
1698150600,16.312
1698151500,16.705
1698152400,17.069
1698153300,17.129
1698154200,17.129
1698155100,17.129
1698156000,17.129
1698156900,17.129
1698157800,17.129
1698158700,17.129
1698159600,17.129
1698160500,17.129
1698161400,17.129
1698162300,17.136
1698163200,17.136
1698164100,17.144
1698165000,17.147
1698165900,17.152
1698166800,17.24
1698167700,17.36
1698168600,17.405
1698169500,17.468
1698170400,17.805
1698171300,18.151
1698172200,19.065
1698173100,19.691
1698174000,19.948
1698174900,20.175
1698175800,20.383
1698176700,20.733
1698177600,21.301
1698178500,21.591
1698179400,22.124
1698180300,22.631
1698181200,22.936
1698182100,23.198
1698183000,23.479
1698183900,23.729
1698217200,23.994
1698218100,24.171
1698219000,24.323
1698219900,24.478
1698220800,24.597
1698221700,24.712
1698222600,24.836
1698223500,24.967
1698224400,25.122
1698225300,25.388
1698226200,25.958
1698227100,26.346
1698228000,26.966
1698228900,27.344
1698229800,27.684
1698230700,27.864
1698231600,28.275
1698232500,28.622
1698233400,28.81
1698234300,29.426
1698235200,29.634
1698236100,29.811
1698237000,29.977
1698237900,30.151
1698238800,30.226
1698239700,30.298
1698240600,30.49
1698241500,30.637
1698242400,30.831
1698243300,30.853
1698244200,30.863
1698245100,30.886
1698246000,30.955
1698246900,31.05
1698247800,31.16
1698248700,31.314
1698249600,31.498
1698250500,31.6
1698251400,31.771
1698252300,31.926
1698253200,32.084
1698254100,32.301
1698255000,32.755
1698255900,33.086
1698256800,33.538
1698257700,34.005
1698258600,34.257
1698259500,34.49
1698260400,34.681
1698261300,34.889
1698262200,35.133
1698263100,35.348
1698264000,35.564
1698264900,35.924
1698265800,36.325
1698266700,36.504
1698267600,36.985
1698268500,37.273
1698269400,37.487
1698270300,37.694
1698303600,37.891
1698304500,38.091
1698305400,38.286
1698306300,38.466
1698307200,38.662
1698308100,38.822
1698309000,39.005
1698309900,39.195
1698310800,39.368
1698311700,39.546
1698312600,39.697
1698313500,39.922
1698314400,39.99
1698315300,40.099
1698316200,40.526
1698317100,40.699
1698318000,40.702
1698318900,40.759
1698319800,40.883
1698320700,40.957
1698321600,40.969
1698322500,41.007
1698323400,41.022
1698324300,41.108
1698325200,41.322
1698326100,41.432
1698327000,41.507
1698327900,41.536
1698328800,41.559
1698329700,41.572
1698330600,41.695
1698331500,41.761
1698332400,41.822
1698333300,41.889
1698334200,41.934
1698335100,41.934
1698336000,41.947
1698336900,41.957
1698337800,42.017
1698338700,42.017
1698339600,42.355
1698340500,42.79
1698341400,43.144
1698342300,43.699
1698343200,44.467
1698344100,44.8
1698345000,45.043
1698345900,45.316
1698346800,45.563
1698347700,45.921
1698348600,46.415
1698349500,46.802
1698350400,47.024
1698351300,47.268
1698352200,47.545
1698353100,47.924
1698354000,48.559
1698354900,48.797
1698355800,49.012
1698356700,49.208
1698390000,49.43
1698390900,49.675
1698391800,49.91
1698392700,50.078
1698393600,50.257
1698394500,50.458
1698395400,50.651
1698396300,50.86
1698397200,51.08
1698398100,51.235
1698399000,51.431
1698399900,51.536
1698400800,51.683
1698401700,51.916
1698402600,52.044
1698403500,52.1
1698404400,52.132
1698405300,52.303
1698406200,52.531
1698407100,52.836
1698408000,53.149
1698408900,53.602
1698409800,54.082
1698410700,54.351
1698411600,54.489
1698412500,54.678
1698413400,54.909
1698414300,54.977
1698415200,54.977
1698416100,54.977
1698417000,54.977
1698417900,55.044
1698418800,55.12
1698419700,55.12
1698420600,55.12
1698421500,55.12
1698422400,55.12
1698423300,55.12
1698424200,55.134
1698425100,55.228
1698426000,55.432
1698426900,55.57
1698427800,55.665
1698428700,55.851
1698429600,55.992
1698430500,56.522
1698431400,57.564
1698432300,58.124
1698433200,58.454
1698434100,58.699
1698435000,59.119
1698435900,59.716
1698436800,60.249
1698437700,60.565
1698438600,60.849
1698439500,61.109
1698440400,61.369
1698441300,61.661
1698442200,62.267
1698443100,62.695
1698649200,62.899
1698650100,63.174
1698651000,63.472
1698651900,63.768
1698652800,64.01
1698653700,64.257
1698654600,64.48
1698655500,64.687
1698656400,64.855
1698657300,65.078
1698658200,65.356
1698659100,65.536
1698660000,65.707
1698660900,65.882
1698661800,66.083
1698662700,66.23
1698663600,66.46
